X_Block	Y_Block	X	Y	Feature_ID	Reporter_ID	Nucleic_acid_type	Reporter_chr_coords	Composite	Composite_chr_coords
1	1	122	27	9949	A_25_P00011231	miRNA	[36.3:19:51214106-51214120:+]	hsa-miR-769|MI0003834	[36.3:19:51214030-51214147:+]
1	1	122	28	9950	A_25_P00012095	miRNA	[36.3:7:129197523-129197539:-]	hsa-miR-182|MI0000272	[36.3:7:129197459-129197568:-]
1	1	122	29	9951	A_25_P00010465	miRNA	[36.3:11:110888886-110888907:+]	hsa-miR-34b|MI0000742	[36.3:11:110888873-110888956:+]
1	1	122	30	9952	A_25_P00013059	miRNA	[36.3:X:146148906-146148921:-]	hsa-miR-509-3|MI0005717	[36.3:X:146148862-146148936:-]
1	1	122	31	9953	A_25_P00014853	miRNA	[36.3:14:100582064-100582079:+]	hsa-miR-381|MI0000789	[36.3:14:100582010-100582084:+]
1	1	122	32	9954	A_25_P00012090	miRNA	"[36.3:1:197094677-197094690:-,36.3:9:126495834-126495847:+]"	"hsa-miR-181b-1|MI0000270,hsa-miR-181b-2|MI0000683"	"[36.3:1:197094625-197094734:-,36.3:9:126495810-126495898:+]"
1	1	122	33	9955	A_25_P00011998	miRNA	"[36.3:3:37985916-37985929:+,36.3:12:56504708-56504721:-]"	"hsa-miR-26a-1|MI0000083,hsa-miR-26a-2|MI0000750"	"[36.3:3:37985899-37985975:+,36.3:12:56504659-56504742:-]"
1	1	122	35	9957	A_25_P00011062	miRNA	"[36.3:10:17927133-17927148:+,36.3:10:18174062-18174077:+]"	"hsa-miR-511-1|MI0003127,hsa-miR-511-2|MI0003128"	"[36.3:10:17927113-17927199:+,36.3:10:18174042-18174128:+]"
1	1	122	36	9958	A_25_P00011942	miRNA	"[36.3:19:58877280-58877300:+,36.3:19:58902574-58902594:+]"	"hsa-miR-520f|MI0003146,hsa-miR-520c|MI0003158"	"[36.3:19:58877225-58877311:+,36.3:19:58902519-58902605:+]"
1	1	122	37	9959	A_25_P00013296	miRNA	[36.3:15:86956137-86956152:+]	hsa-miR-7-2|MI0000264	[36.3:15:86956060-86956169:+]
1	1	122	38	9960	A_25_P00014865	miRNA	[36.3:14:100565778-100565792:+]	hsa-miR-494|MI0003134	[36.3:14:100565724-100565804:+]
1	1	122	39	9961	A_25_P00010039	miRNA	[36.3:X:122523694-122523712:-]	hsa-miR-220a|MI0000297	[36.3:X:122523627-122523736:-]
1	1	122	40	9962	A_25_P00011320	miRNA	[36.3:1:153582780-153582795:-]	hsa-miR-555|MI0003561	[36.3:1:153582765-153582860:-]
1	1	122	41	9963	(-)3xSLv1	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	122	42	9964	hur_2_20	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	122	43	9965	A_25_P00013255	miRNA	[36.3:7:130212806-130212828:-]	hsa-miR-29b-1|MI0000105	[36.3:7:130212758-130212838:-]
1	1	122	44	9966	A_25_P00010747	miRNA	"[36.3:6:18680058-18680075:+,36.3:6:135602055-135602072:+,36.3:8:105565788-105565805:-]"	"hsa-miR-548a-1|MI0003593,hsa-miR-548a-2|MI0003598,hsa-miR-548a-3|MI0003612"	"[36.3:6:18679994-18680090:+,36.3:6:135601991-135602087:+,36.3:8:105565773-105565869:-]"
1	1	122	45	9967	A_25_P00010054	miRNA	"[36.3:7:130212766-130212785:-,36.3:1:206042418-206042437:-]"	"hsa-miR-29b-1|MI0000105,hsa-miR-29b-2|MI0000107"	"[36.3:7:130212758-130212838:-,36.3:1:206042411-206042491:-]"
1	1	122	46	9968	A_25_P00014963	miRNA	[36.3:19:10523868-10523878:+]	hsa-miR-1238|MI0006328	[36.3:19:10523798-10523880:+]
1	1	122	47	9969	A_25_P00012305	miRNA	[36.3:X:85045302-85045321:-]	hsa-miR-361|MI0000760	[36.3:X:85045297-85045368:-]
1	1	122	48	9970	A_25_P00011692	miRNA	[kshv:kshv|NC_003409.1:120360-120372:-]	kshv-miR-K12-7|MI0002479	[kshv:kshv|NC_003409.1:120355-120426:-]
1	1	122	49	9971	A_25_P00011359	miRNA	[36.3:17:76713686-76713699:-]	hsa-miR-657|MI0003681	[36.3:17:76713671-76713768:-]
1	1	122	50	9972	A_25_P00013228	miRNA	[36.3:X:133131279-133131295:-]	hsa-miR-92a-2|MI0000094	[36.3:X:133131234-133131308:-]
1	1	122	51	9973	A_25_P00010449	miRNA	"[36.3:7:30296001-30296016:+,36.3:7:32739184-32739199:+]"	"hsa-miR-550-1|MI0003600,hsa-miR-550-2|MI0003601"	"[36.3:7:30295935-30296031:+,36.3:7:32739118-32739214:+]"
1	1	122	52	9974	A_25_P00010161	miRNA	[36.3:19:58982787-58982804:+]	hsa-miR-371|MI0000779	[36.3:19:58982741-58982807:+]
1	1	122	53	9975	NC2_00092197	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	122	54	9976	A_25_P00012296	miRNA	[36.3:20:56826076-56826087:-]	hsa-miR-296|MI0000747	[36.3:20:56826065-56826144:-]
1	1	122	55	9977	A_25_P00011124	miRNA	[36.3:17:58375369-58375390:+]	hsa-miR-633|MI0003648	[36.3:17:58375308-58375405:+]
1	1	122	56	9978	A_25_P00012772	miRNA	[36.3:7:73243522-73243539:+]	hsa-miR-590|MI0003602	[36.3:7:73243464-73243560:+]
1	1	122	57	9979	NC1_00000215	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	122	58	9980	A_25_P00010223	miRNA	[36.3:22:16843694-16843709:-]	hsa-miR-648|MI0003663	[36.3:22:16843634-16843727:-]
1	1	122	59	9981	A_25_P00012772	miRNA	[36.3:7:73243522-73243539:+]	hsa-miR-590|MI0003602	[36.3:7:73243464-73243560:+]
1	1	122	60	9982	A_25_P00010710	miRNA	"[36.3:19:58861799-58861816:+,36.3:19:58864283-58864300:+]"	"hsa-miR-512-1|MI0003140,hsa-miR-512-2|MI0003141"	"[36.3:19:58861745-58861828:+,36.3:19:58864223-58864320:+]"
1	1	122	62	9984	A_25_P00011641	miRNA	[36.3:17:58375370-58375390:+]	hsa-miR-633|MI0003648	[36.3:17:58375308-58375405:+]
1	1	122	63	9985	A_25_P00013357	miRNA	[36.3:1:1092376-1092388:+]	hsa-miR-200b|MI0000342	[36.3:1:1092347-1092441:+]
1	1	122	64	9986	A_25_P00011791	miRNA	[ebv:ebv|NC_007605.1:146777-146793:+]	ebv-miR-BART8|MI0003730	[ebv:ebv|NC_007605.1:146759-146840:+]
1	1	122	65	9987	dmr_285_18	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	122	66	9988	(-)3xSLv1	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	122	67	9989	A_25_P00010797	miRNA	[36.3:19:13808261-13808276:-]	hsa-miR-27a|MI0000085	[36.3:19:13808254-13808331:-]
1	1	122	68	9990	A_25_P00010763	miRNA	[36.3:9:122047084-122047101:-]	hsa-miR-147|MI0000262	[36.3:9:122047078-122047149:-]
1	1	122	69	9991	A_25_P00010708	miRNA	[36.3:14:100591523-100591538:+]	hsa-miR-485|MI0002469	[36.3:14:100591509-100591581:+]
1	1	122	70	9992	(-)3xSLv1	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	122	71	9993	A_25_P00010564	miRNA	"[36.3:19:58877280-58877298:+,36.3:19:58896335-58896353:+,36.3:19:58902574-58902592:+]"	"hsa-miR-520f|MI0003146,hsa-miR-520b|MI0003155,hsa-miR-520c|MI0003158"	"[36.3:19:58877225-58877311:+,36.3:19:58896293-58896353:+,36.3:19:58902519-58902605:+]"
1	1	122	72	9994	A_25_P00013830	miRNA	"[hsv1:hsv1|NC_001806.1:119229-119240:-,hsv1:hsv1|NC_001806.1:7131-7142:+]"	"hsv1-miR-LAT_DEAD|MI0006105,hsv1-miR-LAT_DEAD|MI0006105"	"[hsv1:hsv1|NC_001806.1:119220-119276:+,hsv1:hsv1|NC_001806.1:7095-7151:-]"
1	1	122	74	9996	A_25_P00013779	miRNA	[ebv:ebv|NC_007605.1:145963-145983:+]	ebv-miR-BART18|MI0004991	[ebv:ebv|NC_007605.1:145932-146050:+]
1	1	122	75	9997	A_25_P00012250	miRNA	[36.3:X:49654907-49654922:+]	hsa-miR-188|MI0000484	[36.3:X:49654849-49654934:+]
1	1	122	76	9998	A_25_P00012189	miRNA	[36.3:17:24212692-24212711:-]	hsa-miR-144|MI0000460	[36.3:17:24212677-24212762:-]
1	1	122	77	9999	A_25_P00013405	miRNA	[36.3:3:52303288-52303298:-]	hsa-miR-135a-1|MI0000452	[36.3:3:52303275-52303364:-]
1	1	122	78	10000	A_25_P00010362	miRNA	[36.3:10:105968597-105968615:-]	hsa-miR-609|MI0003622	[36.3:10:105968537-105968631:-]
1	1	122	79	10001	A_25_P00014820	miRNA	[36.3:19:13808409-13808426:-]	hsa-miR-23a|MI0000079	[36.3:19:13808401-13808473:-]
1	1	122	80	10002	A_25_P00012401	miRNA	[36.3:7:1029152-1029165:-]	hsa-miR-339|MI0000815	[36.3:7:1029095-1029188:-]
1	1	122	82	10004	A_25_P00010383	miRNA	[36.3:8:14755363-14755378:-]	hsa-miR-383|MI0000791	[36.3:8:14755318-14755390:-]
1	1	123	1	10005	A_25_P00013760	miRNA	[ebv:ebv|NC_007605.1:139556-139574:+]	ebv-miR-BART15|MI0004988	[ebv:ebv|NC_007605.1:139507-139584:+]
1	1	123	2	10006	A_25_P00013159	miRNA	[36.3:13:90801160-90801180:+]	hsa-miR-19a|MI0000073	[36.3:13:90801146-90801227:+]
1	1	123	3	10007	A_25_P00014949	miRNA	"[36.3:15:32607783-32607794:-,36.3:15:32461562-32461573:-]"	"hsa-miR-1233|MI0006323,hsa-miR-1233|MI0006323"	"[36.3:15:32607783-32607864:-,36.3:15:32461562-32461643:-]"
1	1	123	4	10008	A_25_P00014880	miRNA	"[36.3:19:58917287-58917307:+,36.3:19:58937633-58937653:+]"	"hsa-miR-520g|MI0003166,hsa-miR-520h|MI0003175"	"[36.3:19:58917232-58917321:+,36.3:19:58937578-58937665:+]"
1	1	123	6	10010	A_25_P00013748	miRNA	[ebv:ebv|NC_007605.1:147546-147560:+]	ebv-miR-BART11|MI0003733	[ebv:ebv|NC_007605.1:147524-147609:+]
1	1	123	7	10011	A_25_P00010172	miRNA	"[36.3:19:58911715-58911734:+,36.3:19:58943757-58943776:+]"	"hsa-miR-521-2|MI0003163,hsa-miR-521-1|MI0003176"	"[36.3:19:58911660-58911746:+,36.3:19:58943702-58943788:+]"
1	1	123	8	10012	A_25_P00011892	miRNA	[kshv:kshv|NC_003409.1:119304-119316:-]	kshv-miR-K12-9|MI0002477	[kshv:kshv|NC_003409.1:119300-119365:-]
1	1	123	9	10013	A_25_P00013130	miRNA	[36.3:19:56887909-56887924:+]	hsa-let-7e|MI0000066	[36.3:19:56887851-56887929:+]
1	1	123	10	10014	A_25_P00010789	miRNA	[36.3:14:100601698-100601717:+]	hsa-miR-369|MI0000777	[36.3:14:100601688-100601757:+]
1	1	123	11	10015	A_25_P00013258	miRNA	[36.3:1:206042460-206042474:-]	hsa-miR-29b-2|MI0000107	[36.3:1:206042411-206042491:-]
1	1	123	12	10016	A_25_P00010748	miRNA	"[36.3:6:18680057-18680075:+,36.3:6:135602054-135602072:+,36.3:8:105565788-105565806:-]"	"hsa-miR-548a-1|MI0003593,hsa-miR-548a-2|MI0003598,hsa-miR-548a-3|MI0003612"	"[36.3:6:18679994-18680090:+,36.3:6:135601991-135602087:+,36.3:8:105565773-105565869:-]"
1	1	123	13	10017	A_25_P00013109	miRNA	[36.3:4:112001229-112001243:-]	hsa-miR-297|MI0005775	[36.3:4:112001187-112001252:-]
1	1	123	14	10018	A_25_P00011860	miRNA	[hcmv:hcmv|NC_001347.5:216445-216461:-]	hcmv-miR-US25-2|MI0001685	[hcmv:hcmv|NC_001347.5:216382-216471:-]
1	1	123	15	10019	A_25_P00012078	miRNA	"[36.3:9:85774547-85774568:-,36.3:15:86956092-86956113:+,36.3:19:4721713-4721734:+]"	"hsa-miR-7-1|MI0000263,hsa-miR-7-2|MI0000264,hsa-miR-7-3|MI0000265"	"[36.3:9:85774483-85774592:-,36.3:15:86956060-86956169:+,36.3:19:4721682-4721791:+]"
1	1	123	16	10020	A_25_P00010292	miRNA	[36.3:19:58906124-58906140:+]	hsa-miR-524|MI0003160	[36.3:19:58906068-58906154:+]
1	1	123	18	10022	A_25_P00011960	miRNA	[36.3:14:100576328-100576345:+]	hsa-miR-654|MI0003676	[36.3:14:100576309-100576389:+]
1	1	123	19	10023	A_25_P00014865	miRNA	[36.3:14:100565778-100565792:+]	hsa-miR-494|MI0003134	[36.3:14:100565724-100565804:+]
1	1	123	20	10024	A_25_P00012618	miRNA	"[36.3:19:58951827-58951844:+,36.3:19:58956219-58956236:+]"	"hsa-miR-516a-1|MI0003180,hsa-miR-516a-2|MI0003181"	"[36.3:19:58951807-58951896:+,36.3:19:58956199-58956288:+]"
1	1	123	21	10025	A_25_P00012039	miRNA	"[36.3:1:65296713-65296732:-,36.3:9:4840346-4840365:+]"	"hsa-miR-101-1|MI0000103,hsa-miR-101-2|MI0000739"	"[36.3:1:65296705-65296779:-,36.3:9:4840297-4840375:+]"
1	1	123	23	10027	A_25_P00011298	miRNA	[36.3:3:172307162-172307179:-]	hsa-miR-569|MI0003576	[36.3:3:172307147-172307242:-]
1	1	123	24	10028	A_25_P00012125	miRNA	[36.3:X:45491386-45491397:-]	hsa-miR-222|MI0000299	[36.3:X:45491365-45491474:-]
1	1	123	25	10029	A_25_P00010275	miRNA	"[36.3:14:100576917-100576935:+,36.3:14:100576210-100576228:+]"	"hsa-miR-376a-1|MI0000784,hsa-miR-376a-2|MI0003529"	"[36.3:14:100576872-100576939:+,36.3:14:100576159-100576238:+]"
1	1	123	26	10030	mr_1_21	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	123	28	10032	A_25_P00010872	miRNA	[36.3:9:139852715-139852729:+]	hsa-miR-602|MI0003615	[36.3:9:139852692-139852789:+]
1	1	123	29	10033	A_25_P00010490	miRNA	[36.3:19:54695901-54695916:-]	hsa-miR-150|MI0000479	[36.3:19:54695854-54695937:-]
1	1	123	31	10035	A_25_P00011594	miRNA	[36.3:12:107754828-107754840:-]	hsa-miR-619|MI0003633	[36.3:12:107754813-107754911:-]
1	1	123	32	10036	A_25_P00012199	miRNA	"[36.3:2:219867092-219867110:-,36.3:7:157059802-157059820:-]"	"hsa-miR-153-1|MI0000463,hsa-miR-153-2|MI0000464"	"[36.3:2:219867077-219867166:-,36.3:7:157059789-157059875:-]"
1	1	123	33	10037	A_25_P00011841	miRNA	[hcmv:hcmv|NC_001347.5:216225-216238:-]	hcmv-miR-US25-1|MI0001684	[hcmv:hcmv|NC_001347.5:216180-216249:-]
1	1	123	35	10039	A_25_P00012300	miRNA	[36.3:1:40992636-40992651:+]	hsa-miR-30e|MI0000749	[36.3:1:40992614-40992705:+]
1	1	123	36	10040	A_25_P00010764	miRNA	[36.3:9:122047084-122047100:-]	hsa-miR-147|MI0000262	[36.3:9:122047078-122047149:-]
1	1	123	37	10041	A_25_P00011651	miRNA	[ebv:ebv|NC_007605.1:41484-41495:+]	ebv-miR-BHRF1-1|MI0001064	[ebv:ebv|NC_007605.1:41471-41536:+]
1	1	123	38	10042	A_25_P00011038	miRNA	[36.3:X:146119963-146119978:-]	hsa-miR-506|MI0003193	[36.3:X:146119930-146120053:-]
1	1	123	40	10044	A_25_P00014817	miRNA	[36.3:13:49521304-49521324:-]	hsa-miR-15a|MI0000069	[36.3:13:49521256-49521338:-]
1	1	123	41	10045	A_25_P00011405	miRNA	[36.3:20:32517855-32517869:+]	hsa-miR-644|MI0003659	[36.3:20:32517791-32517884:+]
1	1	123	42	10046	A_25_P00013667	miRNA	[36.3:14:100600602-100600618:+]	hsa-miR-541|MI0005539	[36.3:14:100600585-100600668:+]
1	1	123	43	10047	A_25_P00012323	miRNA	[36.3:19:58982755-58982765:+]	hsa-miR-371|MI0000779	[36.3:19:58982741-58982807:+]
1	1	123	44	10048	A_25_P00013206	miRNA	[36.3:7:130212085-130212103:-]	hsa-miR-29a|MI0000087	[36.3:7:130212046-130212109:-]
1	1	123	46	10050	(-)3xSLv1	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	123	48	10052	(-)3xSLv1	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	123	49	10053	A_25_P00010933	miRNA	[36.3:3:115518072-115518090:-]	hsa-miR-568|MI0003574	[36.3:3:115518012-115518106:-]
1	1	123	51	10055	A_25_P00013399	miRNA	[36.3:11:57165271-57165288:+]	hsa-miR-130a|MI0000448	[36.3:11:57165247-57165335:+]
1	1	123	52	10056	A_25_P00010716	miRNA	[36.3:19:58906088-58906104:+]	hsa-miR-524|MI0003160	[36.3:19:58906068-58906154:+]
1	1	123	53	10057	A_25_P00010687	miRNA	[36.3:19:58869302-58869318:+]	hsa-miR-498|MI0003142	[36.3:19:58869263-58869386:+]
1	1	123	54	10058	A_25_P00011285	miRNA	[36.3:5:53283151-53283167:-]	hsa-miR-581|MI0003588	[36.3:5:53283091-53283186:-]
1	1	123	55	10059	A_25_P00012923	miRNA	[36.3:X:144883531-144883547:-]	hsa-miR-890|MI0005533	[36.3:X:144883485-144883561:-]
1	1	123	56	10060	A_25_P00012019	miRNA	[36.3:9:21502157-21502172:-]	hsa-miR-31|MI0000089	[36.3:9:21502114-21502184:-]
1	1	123	57	10061	A_25_P00010348	miRNA	[36.3:7:158018186-158018200:-]	hsa-miR-595|MI0003607	[36.3:7:158018171-158018266:-]
1	1	123	58	10062	A_25_P00010667	miRNA	[36.3:16:760251-760264:+]	hsa-miR-662|MI0003670	[36.3:16:760184-760278:+]
1	1	123	59	10063	A_25_P00013217	miRNA	[36.3:9:110848332-110848351:-]	hsa-miR-32|MI0000090	[36.3:9:110848330-110848399:-]
1	1	123	60	10064	A_25_P00011979	miRNA	[36.3:14:100388505-100388521:+]	hsa-miR-770|MI0005118	[36.3:14:100388480-100388577:+]
1	1	123	61	10065	A_25_P00010875	miRNA	[36.3:3:49033068-49033083:-]	hsa-miR-191|MI0000465	[36.3:3:49033055-49033146:-]
1	1	123	62	10066	A_25_P00010103	miRNA	[36.3:14:100559926-100559943:+]	hsa-miR-299|MI0000744	[36.3:14:100559884-100559946:+]
1	1	123	63	10067	A_25_P00013123	miRNA	[36.3:21:16834057-16834072:+]	hsa-let-7c|MI0000064	[36.3:21:16834019-16834102:+]
1	1	123	64	10068	A_25_P00013101	miRNA	[36.3:4:1957928-1957939:-]	hsa-miR-943|MI0005768	[36.3:4:1957909-1958002:-]
1	1	123	65	10069	A_25_P00010096	miRNA	[36.3:15:39771135-39771153:+]	hsa-miR-626|MI0003640	[36.3:15:39771075-39771168:+]
1	1	123	66	10070	A_25_P00011876	miRNA	[hcmv:hcmv|NC_001347.5:104027-104041:+]	hcmv-miR-UL70|MI0003688	[hcmv:hcmv|NC_001347.5:104018-104083:+]
1	1	123	67	10071	A_25_P00013311	miRNA	[36.3:1:9134339-9134356:-]	hsa-miR-34a|MI0000268	[36.3:1:9134314-9134423:-]
1	1	123	68	10072	A_25_P00010469	miRNA	[36.3:17:44012265-44012285:-]	hsa-miR-10a|MI0000266	[36.3:17:44012199-44012308:-]
1	1	123	69	10073	A_25_P00012767	miRNA	"[36.3:7:30295965-30295978:+,36.3:7:32739148-32739161:+]"	"hsa-miR-550-1|MI0003600,hsa-miR-550-2|MI0003601"	"[36.3:7:30295935-30296031:+,36.3:7:32739118-32739214:+]"
1	1	123	70	10074	A_25_P00012945	miRNA	[36.3:14:100600644-100600659:+]	hsa-miR-541|MI0005539	[36.3:14:100600585-100600668:+]
1	1	123	71	10075	A_25_P00014910	miRNA	[36.3:3:185441957-185441971:+]	hsa-miR-1224|MI0003764	[36.3:3:185441887-185441971:+]
1	1	123	72	10076	A_25_P00011722	miRNA	[kshv:kshv|NC_003409.1:120796-120810:-]	kshv-miR-K12-6|MI0002480	[kshv:kshv|NC_003409.1:120761-120822:-]
1	1	123	73	10077	A_25_P00012745	miRNA	[36.3:5:59035213-59035226:-]	hsa-miR-582|MI0003589	[36.3:5:59035189-59035286:-]
1	1	123	74	10078	A_25_P00012446	miRNA	[36.3:17:24212547-24212567:-]	hsa-miR-451|MI0001729	[36.3:17:24212513-24212584:-]
1	1	123	75	10079	A_25_P00011372	miRNA	[36.3:22:19718480-19718497:-]	hsa-miR-649|MI0003664	[36.3:22:19718465-19718561:-]
1	1	123	76	10080	A_25_P00011801	miRNA	[hcmv:hcmv|NC_001347.5:197169-197184:+]	hcmv-miR-US5-2|MI0001683	[hcmv:hcmv|NC_001347.5:197123-197187:+]
1	1	123	77	10081	A_25_P00013609	miRNA	[36.3:X:73423724-73423742:-]	hsa-miR-545|MI0003516	[36.3:X:73423664-73423769:-]
1	1	123	78	10082	A_25_P00012258	miRNA	[36.3:17:26911187-26911203:+]	hsa-miR-193a|MI0000487	[36.3:17:26911128-26911215:+]
1	1	123	79	10083	A_25_P00010694	miRNA	"[36.3:19:58861763-58861780:+,36.3:19:58864247-58864264:+]"	"hsa-miR-512-1|MI0003140,hsa-miR-512-2|MI0003141"	"[36.3:19:58861745-58861828:+,36.3:19:58864223-58864320:+]"
1	1	123	80	10084	A_25_P00014976	miRNA	[36.3:6:72169978-72169994:-]	hsa-miR-30a|MI0000088	[36.3:6:72169975-72170045:-]
1	1	123	81	10085	A_25_P00010894	miRNA	[36.3:X:85045342-85045357:-]	hsa-miR-361|MI0000760	[36.3:X:85045297-85045368:-]
1	1	123	82	10086	A_25_P00013014	miRNA	[36.3:14:100568127-100568144:+]	hsa-miR-543|MI0005565	[36.3:14:100568077-100568154:+]
1	1	124	1	10087	A_25_P00013128	miRNA	"[36.3:11:121522441-121522454:-,36.3:19:56887911-56887924:+]"	"hsa-let-7a-2|MI0000061,hsa-let-7e|MI0000066"	"[36.3:11:121522440-121522511:-,36.3:19:56887851-56887929:+]"
1	1	124	2	10088	A_25_P00010133	miRNA	[36.3:12:53017332-53017350:+]	hsa-miR-148b|MI0000811	[36.3:12:53017267-53017365:+]
1	1	124	3	10089	A_25_P00010331	miRNA	[36.3:19:58892617-58892633:+]	hsa-miR-525|MI0003152	[36.3:19:58892599-58892683:+]
1	1	124	5	10091	A_25_P00013760	miRNA	[ebv:ebv|NC_007605.1:139556-139574:+]	ebv-miR-BART15|MI0004988	[ebv:ebv|NC_007605.1:139507-139584:+]
1	1	124	6	10092	A_25_P00012542	miRNA	[36.3:19:58890331-58890350:+]	hsa-miR-519b|MI0003151	[36.3:19:58890279-58890359:+]
1	1	124	7	10093	NC2_00079215	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	124	8	10094	A_25_P00012406	miRNA	[36.3:14:99843977-99843987:+]	hsa-miR-345|MI0000825	[36.3:14:99843949-99844046:+]
1	1	124	9	10095	A_25_P00012493	miRNA	[36.3:10:104186309-104186324:+]	hsa-miR-146b|MI0003129	[36.3:10:104186259-104186331:+]
1	1	124	10	10096	A_25_P00013251	miRNA	[36.3:1:65296748-65296764:-]	hsa-miR-101-1|MI0000103	[36.3:1:65296705-65296779:-]
1	1	124	11	10097	A_25_P00011803	miRNA	[hcmv:hcmv|NC_001347.5:197172-197184:+]	hcmv-miR-US5-2|MI0001683	[hcmv:hcmv|NC_001347.5:197123-197187:+]
1	1	124	12	10098	A_25_P00013200	miRNA	[36.3:2:218975662-218975680:+]	hsa-miR-26b|MI0000084	[36.3:2:218975613-218975689:+]
1	1	124	13	10099	A_25_P00013245	miRNA	[36.3:11:121528158-121528176:-]	hsa-miR-100|MI0000102	[36.3:11:121528147-121528226:-]
1	1	124	14	10100	(-)3xSLv1	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	124	15	10101	A_25_P00014942	miRNA	[36.3:5:179157884-179157896:-]	hsa-miR-1229|MI0006319	[36.3:5:179157884-179157952:-]
1	1	124	16	10102	A_25_P00011715	miRNA	[kshv:kshv|NC_003409.1:121729-121740:-]	kshv-miR-K12-2|MI0002476	[kshv:kshv|NC_003409.1:121674-121764:-]
1	1	124	17	10103	A_25_P00012090	miRNA	"[36.3:1:197094677-197094690:-,36.3:9:126495834-126495847:+]"	"hsa-miR-181b-1|MI0000270,hsa-miR-181b-2|MI0000683"	"[36.3:1:197094625-197094734:-,36.3:9:126495810-126495898:+]"
1	1	124	18	10104	A_25_P00013806	miRNA	[ebv:ebv|NC_007605.1:146965-146980:+]	ebv-miR-BART9|MI0003731	[ebv:ebv|NC_007605.1:146946-147032:+]
1	1	124	20	10106	A_25_P00010086	miRNA	"[36.3:9:95978068-95978086:+,36.3:11:121522486-121522504:-,36.3:22:44887299-44887317:+]"	"hsa-let-7a-1|MI0000060,hsa-let-7a-2|MI0000061,hsa-let-7a-3|MI0000062"	"[36.3:9:95978060-95978139:+,36.3:11:121522440-121522511:-,36.3:22:44887293-44887366:+]"
1	1	124	21	10107	A_25_P00012614	miRNA	"[36.3:19:58936439-58936456:+,36.3:19:58947519-58947536:+,36.3:19:58957467-58957484:+]"	"hsa-miR-517c|MI0003174,hsa-miR-519a-1|MI0003178,hsa-miR-519a-2|MI0003182"	"[36.3:19:58936379-58936473:+,36.3:19:58947463-58947547:+,36.3:19:58957410-58957496:+]"
1	1	124	22	10108	A_25_P00011037	miRNA	[36.3:X:146119963-146119979:-]	hsa-miR-506|MI0003193	[36.3:X:146119930-146120053:-]
1	1	124	24	10110	A_25_P00011111	miRNA	[36.3:X:146120212-146120230:-]	hsa-miR-507|MI0003194	[36.3:X:146120194-146120287:-]
1	1	124	25	10111	A_25_P00011737	miRNA	[kshv:kshv|NC_003409.1:121455-121470:-]	kshv-miR-K12-4|MI0002482	[kshv:kshv|NC_003409.1:121413-121482:-]
1	1	124	26	10112	A_25_P00012423	miRNA	[36.3:17:25468286-25468297:+]	hsa-miR-423|MI0001445	[36.3:17:25468223-25468316:+]
1	1	124	27	10113	A_25_P00014917	miRNA	[36.3:14:22957046-22957066:-]	hsa-miR-208b|MI0005570	[36.3:14:22957036-22957112:-]
1	1	124	28	10114	A_25_P00013294	miRNA	[36.3:9:85774506-85774523:-]	hsa-miR-7-1|MI0000263	[36.3:9:85774483-85774592:-]
1	1	124	29	10115	A_25_P00010134	miRNA	[36.3:12:53017333-53017350:+]	hsa-miR-148b|MI0000811	[36.3:12:53017267-53017365:+]
